,tweet,Prediction,Score,Probability,Input Length,URL,Search KW
10,"Creatokia has reinvented an iconic scene from Robert L. Stevenson's Treasure Island for the blockchain.

The purchase of this high-quality NFT in stained glass design comes with a text passage as well as an audio file narrated by . 

https://t.co/Zff4RpUV9l https://t.co/Z66Mc0q9iw",0,-0.03190159340152937,0.4920252779687801,281,https://www.creatokia.com/en/products/Treasure-Island-Land-ahoy---Treasure-Island-391-387,"""audio file"" -is:retweet"
11,outdatedaudioformats (via ) https://t.co/7SrZdWUa4P,0,-0.033771325225342375,0.49155797102461113,51,https://bit.ly/3IJzzIT,"""audio file"" -is:retweet"
12,"The Omnivore's Dilemma [sound Recording] : A Natural History Of Four Meals—Pollan, Michael.
2006
Book on CD | cd-spoken 394.120973 p771 2006b
items: 4 | circs: 771 | last circ: 10/2021
food habits,food preferences
https://t.co/mDYPUn6g0p",0,-0.03668506466298155,0.49082976224874286,237,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2509607,"""sound recording"" -is:retweet"
13,"You will soon be able to purchase an NFT featuring artwork, an audio file, and a text-based excerpt from Oscar Wilde's The Picture of Dorian Gray.

Oscar Wilde's only novel is widely viewed as a masterpiece in gothic literature. 

Join our Discord today:
https://t.co/FTaxDDOTlk https://t.co/2okKs2VtWN",0,-0.03922137808333209,0.490195912262772,302,http://discord.gg/XMThWPZYtS,"""audio file"" -is:retweet"
14,"A Gift Of Hope [sound Recording] : Helping The Homeless—Steel, Danielle.
2012
Book on CD | cd-spoken 362.592097 s813 2012
items: 3 | circs: 142 | last circ: 5/2021
steel danielle,homelessness united states,homeless persons united states
https://t.co/VGGoRFjcsq",0,-0.057214210478332916,0.485700347952872,260,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2809201,"""sound recording"" -is:retweet"
15,"  The number is a Copyright office catalog number.  This would be the copyright filing for the musical work (composition), but not for a sound recording.  Scans of pre-1978 copyright filing catalogs are here https://t.co/0Fm8DYu6Wg",0,-0.06738799371000281,0.48315937406259496,231,https://archive.org/details/copyrightrecords,"""sound recording"" -is:retweet"
16,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.
The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/ufCvOZpzS4 https://t.co/kC9ibdYnex",0,-0.07259897966329659,0.48185822257323085,302,https://gotoriginal.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
17,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/BwyefY1e8I https://t.co/boKu2dvj66",0,-0.07259897966329659,0.48185822257323085,303,https://unoshopp.com/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
18,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/nwVxTYZsQ7 https://t.co/ezmmoeMW9Z",0,-0.07259897966329659,0.48185822257323085,304,https://nationglow.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
19,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/wOVq1u9ClY https://t.co/iNwzgBCEZa",0,-0.07259897966329659,0.48185822257323085,303,https://shoppeplanet.com/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
20,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW!
https://t.co/u1ukGIjwKs https://t.co/35xZagMzUZ",0,-0.07259897966329659,0.48185822257323085,302,https://thestellashop.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
21,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/TPljQbfcR9 https://t.co/zR8AQ6BQQ9",0,-0.07259897966329659,0.48185822257323085,304,https://buyersluck.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
22,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/pPi3HFX2i1 https://t.co/E7YcBd0hUy",0,-0.07259897966329659,0.48185822257323085,303,https://starshopping.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
23,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/290W4iaBx7 https://t.co/tHZC1czMkY",0,-0.07259897966329659,0.48185822257323085,304,https://toddlerworld.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
24,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/lQyWKnAdgx https://t.co/6LqNwSWZP1",0,-0.07259897966329659,0.48185822257323085,303,https://extasio.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
25,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/6ERRAAj0IA https://t.co/UQiLfSXHs8",0,-0.07259897966329659,0.48185822257323085,303,https://peakflux.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
26,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/KQSMovwR2a https://t.co/ZTFb5U2OS3",0,-0.07259897966329659,0.48185822257323085,304,https://a-zsale.com/product/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
27,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/4NcDHqGI4M https://t.co/w4EU4ePQjh",0,-0.07259897966329659,0.48185822257323085,304,https://lovenjoy.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
28,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/pMoQ5MYPdJ https://t.co/73I1cIrALS",0,-0.07259897966329659,0.48185822257323085,303,https://martbest.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
29,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/rGmKl80LJe https://t.co/EYqaxUSIt3",0,-0.07259897966329659,0.48185822257323085,304,https://harmonyshoppe.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
30,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/YpctOA2CTJ https://t.co/WmTY5rLX5r",0,-0.07259897966329659,0.48185822257323085,304,https://choosex.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
31,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.
The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/UCuPQFClXM https://t.co/CgJK68Rfb5",0,-0.07259897966329659,0.48185822257323085,302,https://luckjack.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
32,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.
The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/8nPy503OpX https://t.co/J5naIBcJXs",0,-0.07259897966329659,0.48185822257323085,302,https://terraella.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
33,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/ynuvRrpdGZ https://t.co/ndFZnrjMNc",0,-0.07259897966329659,0.48185822257323085,304,https://selectzy.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
34,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/aMoCJQ9fJw https://t.co/ds8DjUeHn9",0,-0.07259897966329659,0.48185822257323085,304,https://galorequality.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
35,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/vhiOtXqf9E https://t.co/wnVAEsslDc",0,-0.07259897966329659,0.48185822257323085,304,https://provaluemart.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
36,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/P4NYSaThg7 https://t.co/kkiepYPsul",0,-0.07259897966329659,0.48185822257323085,303,https://superbuydepot.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
37,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/DwyKVVt4NJ https://t.co/4O4Z7HHJzg",0,-0.07259897966329659,0.48185822257323085,303,https://maxmusthave.com/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
38,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/8N2iFc4lNt https://t.co/4zYtVrUXqX",0,-0.07259897966329659,0.48185822257323085,304,https://classicly.boutique/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
39,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/zNDCF4xiBY https://t.co/0EOY7XGh21",0,-0.07259897966329659,0.48185822257323085,304,https://gadgetglobe.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
40,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/d1jsiVqtpp https://t.co/Y2VHVhmVxt",0,-0.07259897966329659,0.48185822257323085,303,https://discountdelight.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
41,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/Ce0xUqhYrQ https://t.co/pUqW92TS1d",0,-0.07259897966329659,0.48185822257323085,303,https://todaysshop.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
42,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/ZHYN2cifOr https://t.co/w8fhjehPze",0,-0.07259897966329659,0.48185822257323085,304,https://bonwallet.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
43,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/6TQ9b7MYYh https://t.co/CKZVO8Rthg",0,-0.07259897966329659,0.48185822257323085,304,https://buychamps.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
44,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/E2g1Ng90tw https://t.co/BORexZrjvM",0,-0.07259897966329659,0.48185822257323085,304,https://shadesofbuying.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
45,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/zIOogEPX34 https://t.co/P8DlqPjY6a",0,-0.07259897966329659,0.48185822257323085,303,https://joygiant.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
46,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/exeSVMh86t https://t.co/BcoShNChes",0,-0.07259897966329659,0.48185822257323085,304,https://coolpet.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
47,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.
The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/POa2KNuVOL https://t.co/W7xo4B445f",0,-0.07259897966329659,0.48185822257323085,302,https://kaleidoscope.boutique/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
48,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/5mFRNxWZLQ https://t.co/yrnxuC0II4",0,-0.07259897966329659,0.48185822257323085,304,https://momdreamhome.com/talking-hamster-plush-toy-3/,"""sound recording"" -is:retweet"
49,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/4adEWiw3lz https://t.co/HGHFh1OGMA",0,-0.07259897966329659,0.48185822257323085,303,https://prosperluxe.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
50,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/iY8MuiSyFg https://t.co/dn4fmMGWMW",0,-0.07259897966329659,0.48185822257323085,303,https://gozest.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
51,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/bLHQqnMR2D https://t.co/BzBeNCyhg8",0,-0.07259897966329659,0.48185822257323085,304,https://shophut.online/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
52,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/kW2DL0eZXM https://t.co/W7xhuqVQeB",0,-0.07259897966329659,0.48185822257323085,304,https://dealsessence.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
53,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 
https://t.co/YVJxWQZ0Xx https://t.co/OZQJD9tskd",0,-0.07259897966329659,0.48185822257323085,303,https://signature-ecomtrends.com/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
54,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/adnoRrYBep https://t.co/F4i3AZECAZ",0,-0.07259897966329659,0.48185822257323085,304,https://bigboysuperstore.store/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
55,"This hamster is the perfect toy for a kid learning verbal cues and how to speak. It’s a fun companion to delight young ones with, thanks to its unique, sound-recording ability.

The stock is limited. Hurry to buy yours - not next week, not tomorrow, NOW! 

https://t.co/ANsk7zNjzb https://t.co/3X0kNTZOTY",0,-0.07259897966329659,0.48185822257323085,304,https://pickquality.shop/talking-hamster-plush-toy/,"""sound recording"" -is:retweet"
56,"QNAP users! Recent updates to the  firmware may be marking the bliss app with a warning, and stopping automatic restart of the bliss process. It's explained here: https://t.co/LqCwfVb4Co - let us know if you see different behaviour. https://t.co/rtfUfgEUvu",0,-0.07663330515721889,0.48085104407472945,256,https://buff.ly/3sirC85,"""music library"" -is:retweet"
57,"The Polaris Protocol [sound Recording]—Taylor, Brad, 1965-
2014
Book on CD | cd-spoken fiction taylor
items: 4 | circs: 159 | last circ: 2/2022
special forces military science united states fiction,special operations military science fiction
https://t.co/CZUf0a1QSa",0,-0.0855508591948857,0.47862532029476956,265,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2925059,"""sound recording"" -is:retweet"
58,"Now Let Us Rejoice : Hymns

ldsmusic
https://t.co/xjiqWscfsu",0,-0.08686726026336244,0.4782968307512937,60,https://www.churchofjesuschrist.org/music/library/hymns/now-let-us-rejoice?lang=eng,"""music library"" -is:retweet"
59,"Your Next Breath [sound Recording] : [a Novel]—Johansen, Iris.
2015
Book on CD | cd-spoken fiction johansen
items: 8 | circs: 219 | last circ: 10/2021
chinese american women fiction,women intelligence officers fiction,kidnapping fiction,revenge fiction
https://t.co/ZcuVoqjosn",0,-0.08727685464134832,0.4781946259970134,276,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3024455,"""sound recording"" -is:retweet"
60,"Havoc [sound Recording]—Du Brul, Jack B.
2006
Book on CD | cdw 04029
items: 2 | circs: 91 | last circ: 10/2019
geologists fiction,terrorists fiction
https://t.co/pNsg01xChu",0,-0.08828591141288988,0.4779428471459441,172,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2638312,"""sound recording"" -is:retweet"
61,Today's installment of Arachnophonia was written by Music Library student assistant Nicole (class of 2024) and features a song written by Peruvian singer &amp; composer Chabuca Granda: https://t.co/8Nn6ay5YJs music musiclibrary musicblog ChabucaGranda Peru https://t.co/yDS71I4lvI,0,-0.09444324249844488,0.4764067235059842,280,https://blog.richmond.edu/parsons/2022/03/arachnophonia-la-flor-de-la-canela-by-chabuca-granda/,"""music library"" -is:retweet"
62,"Little Green [sound Recording]—Mosley, Walter.
2013
Book on CD | cd-spoken fiction mosley
items: 8 | circs: 281 | last circ: 11/2021
rawlins easy fictitious character fiction,private investigators california los angeles fiction,los angeles private inves... https://t.co/KMnnFe1Bvt",0,-0.09739105613561866,0.4756714626443978,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2842751,"""sound recording"" -is:retweet"
63,"SLAPKISS VOTE ALERT

Music Library TOP40 (Week 8)

ล้อเล่นได้มั้ย (Ridiculous) ft. HYE

 https://t.co/8jsxd1iUnk

 
SLAPKISS StreamForSlapkiss ล้อเล่นได้มั้ย",0,-0.09756524410204848,0.47562801893498136,157,https://linkfly.to/40207O2L2y5,"""music library"" -is:retweet"
64,"Now You See Her [sound Recording]—Patterson, James, 1947-
2011
Book on CD | cd-spoken fiction patterson
items: 13 | circs: 995 | last circ: 12/2021
new york state women lawyers new york fiction,new york women lawyers new york state fiction,women lawyers... https://t.co/6C2pIxqQ7b",0,-0.09933667488721853,0.47518623264587995,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2723741,"""sound recording"" -is:retweet"
65,New exhibition showcases the breadth and talent of Australians in Hollywood and at home https://t.co/XAPyyMR10P,0,-0.10580806747503801,0.47357263382692144,111,https://www.abc.net.au/news/2022-01-21/australians-hollywood-exhibition-national-film-and-sound-archive/100770612,"""sound archive"" -is:retweet"
66,"The Sugar Camp Quilt [sound Recording]—Chiaverini, Jennifer.
2005
Book on CD | cd-spoken fiction chiaverini
items: 5 | circs: 435 | last circ: 10/2021
maple sugar industry fiction,women pioneers fiction,quiltmakers fiction,quilting fiction,pennsylvania ... https://t.co/tCxYnhuMnJ",0,-0.10947661257563407,0.4726581493693837,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2604967,"""sound recording"" -is:retweet"
67,"Make Me [sound Recording]—Child, Lee.
2015
Book on CD | cd-spoken fiction child
items: 16 | circs: 741 | last circ: 12/2021
reacher jack fictitious character fiction,investigation murder fiction,murder investigation fiction
https://t.co/lo5Kq5Cu1F",0,-0.11112187269615864,0.47224808283666214,247,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3053645,"""sound recording"" -is:retweet"
68,"Brotherhood Of The Revolution [sound Recording] : How America's Founders Forged A New Nation—Ellis, Joseph J.
2004
Book on CD | cd-spoken 973.3 e47 b 2004
items: 4 | circs: 449 | last circ: 1/2022
statesmen united states,revolution 1775 1783 united stat... https://t.co/5BqEjQ1V0l",0,-0.1192664549681488,0.47021867989233795,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2225157,"""sound recording"" -is:retweet"
69,DIN ~ Synth Of A 3rd Kind https://t.co/o9DsVCHDOG,0,-0.13374757279684563,0.46661286221170223,49,http://audio-file.org/2022/02/16/din-synth-of-a-3rd-kind/,"""audio file"" -is:retweet"
70,"Lover Revealed [sound Recording]—Ward, J. R., 1969-
2009
Book on CD | cd-spoken fiction ward
items: 4 | circs: 228 | last circ: 10/2021
vampires fiction,police fiction,new york state fiction
https://t.co/q1lnwF3oiT",0,-0.13785744668032446,0.46559011679882134,214,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2719277,"""sound recording"" -is:retweet"
71,"Dick Francis's Refusal [sound Recording]—Francis, Felix.
2013
Book on CD | cd-spoken fiction francis
items: 4 | circs: 173 | last circ: 10/2021
private investigators fiction,england horse racing fiction,horse racing england fiction,investigation murder ... https://t.co/jW5xcRRNpT",0,-0.14483921035314723,0.46385336686303713,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2887986,"""sound recording"" -is:retweet"
72,"Which microphones and recorders work best in extreme climates? https://t.co/DG2XlmB2Xo

fieldrecording",0,-0.1660905663688928,0.45857254971730194,102,https://mindful-audio.com/blog/rugged-sound-recording-equipment,"""sound recording"" -is:retweet"
73,"The Weather Makers [sound Recording]—Flannery, Tim F. (Tim Fridtjof), 1956-
2006
Book on CD | cd-spoken 363.73874 f585 2006
items: 2 | circs: 67 | last circ: 2/2019
climatic changes compact discs,compact discs climatic changes,compact discs global warmi... https://t.co/WdiYBArC62",0,-0.17051070480179548,0.45747530380805507,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2492699,"""sound recording"" -is:retweet"
74,"The Spy [sound Recording]—Cussler, Clive.
2010
Book on CD | cd-spoken fiction cussler
items: 9 | circs: 639 | last circ: 11/2021
bell isaac fictitious character fiction,private investigators fiction,sabotage fiction,washington d c history 20th century f... https://t.co/6kZRuOXkSd",0,-0.17079665810014527,0.45740433345054216,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2526934,"""sound recording"" -is:retweet"
