tweet,Target,Source
"Tuesday #CopyrightFree electronic dance music, watch our latest video on our Youtube Channel: Arlane - We're Alive (Copyright Free Electronic Dance Music) (No Copyright Music Archive) https://t.co/9DK4Ez5TM8",1,"""music archive"" bigram search 2021"
"We have been lucky enough to see - and hear - inside the archives of many #GreenhamWomen.
 

  Have a listen to 'The Base' here - 'that was wonderful place' https://t.co/9zB0Zg5YTI https://t.co/2os4nN87Gd",1,"""music archive"" bigram search 2021"
"The April 17th concert for @charmarmusic is uploaded onto Live Music Archive! Share away! https://t.co/tRKTKfXTuJ 
 (note, for some reason the site is wonky and the files are not showing up as normal audio- they play fine). https://t.co/4VAgpOzudI",1,"""music archive"" bigram search 2021"
"@Commoder64 For me it music I found on the Internet Underground Music Archive
 Buuuuut years too late, I just find out (minutes ago) that it is backed up on Archive dot Org
 https://t.co/z9bUkaPdF1",1,"""music archive"" bigram search 2021"
"King Crimson and Genesis with folks from KROQ Los Angeles and KIK FM Calgary (now Q107) from the ""AOR Picture Page"" in the September 21, 1984 issue of ""Radio &amp; Records.""
 

 The PDF is available at: https://t.co/kXkAWxWFQ7 https://t.co/9UZslRaxgI",1,"""music archive"" bigram search 2021"
"13 April 1978. We're down in Rafters, Manchester, rammed and tense. Siouxsie and the Banshees hit peak fraught power. Metal. Mirage. Make Up. Guitar serrates, microphone lead lashes out, venus in furs boots kick. No records out yet. Photo via Manchester music archive / reversed. https://t.co/mUAr2cLfoK",1,"""music archive"" bigram search 2021"
"@sturkmardy @therealnickbank Have you tried asking Hull Music Archive?
 

 https://t.co/P6vommw7DS",1,"""music archive"" bigram search 2021"
"Watch @OpenMusicArchiv's 'Everything I Have Is Yours' now.
 The ‘original teenagers’ of Greater Manchester, now in their 70s and 80s, re-engage with public-domain samples from the ‘birth of pop’ and build them into new musical creations. 
 https://t.co/FetzZ1y5ci https://t.co/m35YJJabjE",1,"""music archive"" bigram search 2021"
Robert Plant Plans to Have Unreleased Music Archive Unveiled When He Dies - https://t.co/1eiL5zEXkW,1,"""music archive"" bigram search 2021"
"Silent Film Sound &amp; Music Archive
 

 https://t.co/pyRo1M5sLn",1,"""music archive"" bigram search 2021"
"The polychoral sequence ""Veni Sancte Spiritus"", for eight voices [and continuo], by the Portuguese composer Diogo Dias Melgaz (1638-1700). This work survives in partbooks preserved at Évora Cathedral music archive.
 https://t.co/ukfhRpxbGb",1,"""music archive"" bigram search 2021"
"The original Pony Music Archive may be dead, but I'm bringing it back - in a more decentralised form using @IPFS 
 

 https://t.co/eKn9gY3tvq + https://t.co/nbbpUoZmk4
 

 Or directly via an IPFS client/gateway: /ipns/pma.scrimmy.horse/",1,"""music archive"" bigram search 2021"
"BBC Music archive posted this today. 
 https://t.co/zSLmfi5ipQ",1,"""music archive"" bigram search 2021"
"I love a good music archive story. And this one is very good indeed.  
 

 (attn: @kerrywnolan) https://t.co/go9Mk1EMwZ",1,"""music archive"" bigram search 2021"
"Pony music archive, intellectual property rights simps btfo https://t.co/H8We0kt7Ge",1,"""music archive"" bigram search 2021"
Quite possibly the most comprehensive pony music archive just shut down after receiving a couple of takedown requests. Wanted to give some thoughts on this real quick since I was informed of this archive's existence concerning Equinity and another party was sending a takedown. https://t.co/fYRwjK5SVt,1,"""music archive"" bigram search 2021"
"How Djibouti’s once hidden music archive compels us to decolonise history 
 

  Its digital restoration reveals a rich globalised sound and a past when music was fused with nation-building. 
 

 https://t.co/IskBfhC0zW",1,"""music archive"" bigram search 2021"
Archive music from Prince signals another purple patch https://t.co/eT4iEkL4YN,1,"""music archive"" bigram search 2021"
"https://t.co/ys7w8McIBx
 The Video Game Music Archive is not quite as busy as it once was, but it's still truckin' along with thousands of MIDI files! Give 'em a listen if you're feeling nostalgic.",1,"""music archive"" bigram search 2021"
With the world opening up Consul General Byrne visited @CelticMKE organisers of Milwaukee Irish Fest and the Ward Irish Music Archive. Wonderful to see and hear the treasures in the archive and to learn of the great work being done for a safe and vibrant Irish Fest https://t.co/mfd5S7enfu,1,"""music archive"" bigram search 2021"
This South African Music Archive Project looks like it’s worth digging into https://t.co/glP7uxS5m2,1,"""music archive"" bigram search 2021"
"Lovely to find the Irish Traditional Music Archive in this interactive Culture Near You Map/Database. Great to play a part in Dublin's cultural landscape! Open &amp; free to the public at 73 Merrion Square, or online at https://t.co/f14nj3cHlk https://t.co/9SIveAzgCs",1,"""music archive"" bigram search 2021"
"Spoke with @trtworld about how music archives can centralize Africa in history, cultural sovereignty, music as a nation-building tool, and how Asian-led initiatives have yielded greater cultural success in a short time in this corner of East Africa. 
 

 https://t.co/LXj11PN8Mo",1,"""music archive"" bigram search 2021"
"There's also tonnes of music from the Irish Traditional Music Archive 
 https://t.co/PwGDEfv92D",1,"""music archive"" bigram search 2021"
"Spoke with @OSTLP​ boss @VikSoho to discuss how a lost chapter of #Djibouti music history was restored after digitizing its prized national radio archive, music as a storytelling &amp; nation-building tool, and what a decolonized music archive looks like.
 https://t.co/6L6TEq4bHD",1,"""music archive"" bigram search 2021"
"The sonic treasure trove unearthed from Djibouti’s national archive unveils “a non-Eurocentric, non-Western history that proves the cultural prowess of the global south,” says Ostinato Records boss Vik Sohonie 
 

 https://t.co/eS1fKiGjKV",1,"""music archive"" bigram search 2021"
*Artefact* from the Manchester Digital Music Archive https://t.co/4Rw3S51jZW,1,"""music archive"" bigram search 2021"
"Pittersplatter featured in the OK Music Archive! Thanks folks!
 

 https://t.co/cJpvN4VLVz",1,"""music archive"" bigram search 2021"
"30 July 1980, insalubrious Beach Club, Manchester. Metropolis screens downstairs, bands up. Poster via Manchester music archive. Printed Noises mag via Sparrows Nest, refers to ACR 'planning a benefit gig for us'. Names replaced by barely noticed New Order crumbling in a dim room https://t.co/ITrVYV55sL",1,"""music archive"" bigram search 2021"
"The new museum will celebrate social movements, subcultures, sounds and styles that span the generations and genres from post-war to modern-day Britain.
 

 https://t.co/bP4u3qVCaN
 

 #museum #heritage",1,"""music archive"" bigram search 2021"
"I am, once again, in the freak folk music archive https://t.co/Zzwzr9QiPK",1,"""music archive"" bigram search 2021"
Birmingham to get Two New Museums: Museum of Youth Culture &amp; Bham Music Archive https://t.co/7HGtAnhfhh,1,"""music archive"" bigram search 2021"
"New £260m scheme in #Digbeth #Birmingham will house a museum and music archive #propertynews
 

 https://t.co/SGW7e4e1dV",1,"""music archive"" bigram search 2021"
Jcsbeatpage Videogame Music Archive(Disc 1)(Produced by Yebonitsu)(Track... https://t.co/gVv6zVcsp1 via @YouTube,1,"""music archive"" bigram search 2021"
"Check out this show by Billy and The Kids from Mon, Jul 12, 2021 at Red Rocks Amphitheatre, Morrison, CO on Live Music Archive! https://t.co/Lt8eis5G9c",1,"""music archive"" bigram search 2021"
"Denver N2
 

 Check out this show by Goose from Sat, Jul 10, 2021 at Sculpture Park on Live Music Archive! https://t.co/7VM8ODbPJD",1,"""music archive"" bigram search 2021"
"#MongolianStudies collection: Mongol Music Archive
 

  An interactive map of Mongolia with linked pins that lead to video playlists of traditional music in the daily lives of herders
 

  https://t.co/UehSmKIc4K https://t.co/wyQypb0Mlq",1,"""music archive"" bigram search 2021"
"I just released a new version of Live Music Archive for iOS that adds browsing and searching by tapers, festivals, venues, and locations! 
 

 Download here: https://t.co/NBkj1wIQxl https://t.co/Ibyfdpqfah",1,"""music archive"" bigram search 2021"
"An exciting new version of Live Music Archive is out! Now you can browse and search shows by tapers, festivals, venues, and locations!
 

 https://t.co/WFxevlCKAk https://t.co/lvJ5BIGp4B",1,"""music archive"" bigram search 2021"
"This site is amazing, but I don't understand how it hasn't been DMCAed out of the solar system yet...
 (Video Game Music archive - they have a LOT of stuff on there; really cool.)
 (merci @Korben pour le lien !)
 https://t.co/fm9v3856t0",1,"""music archive"" bigram search 2021"
"The Dance Music Archive documents 30 years of rave culture online
 

 A brand new digital resource packed with archive mixes, radio shows, documentaries, and written articles 
 https://t.co/3yvv4FR2fX https://t.co/KPKSrsAjTD",1,"""music archive"" bigram search 2021"
Dance Music Archive Seeks To Immortalize Decades Of EDM History https://t.co/mZnyTmiq1N https://t.co/IXvplHYiJd,1,"""music archive"" bigram search 2021"
"The Dance Music Archive documents 30 years of rave culture online
 

 I am feeling 1998’s highlighted albums SO hard. https://t.co/06OLQ0tMyk",1,"""music archive"" bigram search 2021"
"Happy 25th Anniversary @InternetArchive! What would we do without the Wayback Machine, Open Library, Live Music Archive &amp; more? Thanks for being the Internet’s Library for 25 years! https://t.co/pduRF7wEei #InternetArchive #",1,"""music archive"" bigram search 2021"
@FatOldAnarchist @lee0969 @NatalieAHood @deborahvanjohn1 @sineadmcfc @JoMarieHD @LazyStardust5 @AuxComtesse @musicandblues @B_Eliza_D_23 @JBGBs @Strumme05551372 @GeorgiosMasman2 @gunclub_music @Notoldjustexpe1 @mal_onelondon @blackenrho @jillwebb2005 @Schnitzel63 @brunstead @SkamanD14 @Punkasfuck1965 @nikidoog @nmw1964 @FleegleJason What a piece of #punk history - thank you so much for choosing this today. Here's a pic of #Buzzcocks at the Electric Circus Manchester in November 1976 from the excellent Manchester Digital Music Archive. They were supported by Chelsea at the gig. https://t.co/xEFHfC7Dr1 https://t.co/r9mUdmj5G4,1,"""music archive"" bigram search 2021"
"The archive aims to do exactly what it says, which is to preserve the history of dance music in the form of mixes, radio sets, songs, and other forms of media.
 

 Read more: https://t.co/wp9dDyfN4z",1,"""music archive"" bigram search 2021"
"Interview: “I feel like we’ve only just scratched the surface..."" 909originals chats to Andi Durrant about how the newly-launched Dance Music Archive came together
 

 https://t.co/VMeaC3Bw8P #dancemusic #archive #oldschool #socialhistory #acidhouse @thednaofdance",1,"""music archive"" bigram search 2021"
The Titletown Music Archive salutes Rolling Stones drummer Charlie Watts who passed away today at age 80 with many Stones jams tonight: https://t.co/MdQ9oOgbQd https://t.co/66m252EDId,1,"""music archive"" bigram search 2021"
"The just-launched Dance Music Archive allows visitors to explore each decade of dance music history from the 1980s onwards, through DJ mixes, radio shows, blogs, artwork and more. https://t.co/4p5uWzufGn",1,"""music archive"" bigram search 2021"
"John MacFadyen Recordings Available on Scottish Music Archive / New Piping Book Published
 

 https://t.co/jtRNSYKuY8",1,"""music archive"" bigram search 2021"
"The Dance Music Archive Documents 30 Years Of Rave Culture Online 
 

 A brand new digital resource packed with archive mixes, radio shows, documentaries, and written articles 
 

 https://t.co/DDkhfJ2V3f via @DJmag https://t.co/NUlMtqWCV1",1,"""music archive"" bigram search 2021"
"The Dance Music Archive is a vast trove of mixes, magazines and memories from the past 40 years of UK club culture, and a superb way of reminding yourself of the days when your Mondays were ruined by comedowns rather than the state of the world: https://t.co/64wwN6SVvg",1,"""music archive"" bigram search 2021"
As a long time internet nerd it was an honour to have our Dance Music Archive project (@thednaofdance) feature in the legendary @b3ta newsletter over the weekend . https://t.co/RJn4WVJgcv,1,"""music archive"" bigram search 2021"
I don't know who Rodney Bakasi is but respect to the guy for uploading all the old school Malawian music on YouTube. This dude single Handley put the Malawian music archive online and mayne his dedicated to this is insane. Our kids will know these songs because of him. Thanks man https://t.co/uzOxXrhHbp,1,"""music archive"" bigram search 2021"
Did you know that one of the largest music archive is owned by the @MontreuxJazz ? They’ve broadcasted all their events in HD since the 90’s. It took 15 more years to digitalize the footages. Next step: curate them through Montreux storytelling &amp; vision. #music #CTALausanne https://t.co/dVVFQaqbnr,1,"""music archive"" bigram search 2021"
"When opening at The Met….Author, Professor, friend, colleague and one of the cofounders of the Black Classical Music Archive….she stays busy! #metsoblack #iloveopera #jarrodleeopera #blackoperasingersofinstagram https://t.co/mKwf53SeZc",1,"""music archive"" bigram search 2021"
"Buzzcocks, X-O-Dus (Exodus), Photograph Alexandra Park, 15th July 1978.
 Abigail says: ""Photo John Sturrock, 1978
 

 This image was featured in Manchester Digital Music Archive's 'We Are Dynamite! Northern Carnival Against the Nazis 40th Anniversary'..."" https://t.co/h4lOxBRtuZ",1,"""music archive"" bigram search 2021"
"Check out this show by Joe Russo's Almost Dead from Sat, Sep 25, 2021 at Salvage Station on Live Music Archive! https://t.co/sSaNw8jtX6",1,"""music archive"" bigram search 2021"
"25 September 1981, Nico and bandmeister Eric Random at Rafters, Manchester. The poster scrawls over a translation in REsearch mag of a 1980 French novel by Seda called Publique. Rafters poster via Manchester district music archive. Nico inhabited Rafters like a spider on a web. https://t.co/oz0kesR7nG",1,"""music archive"" bigram search 2021"
"Add Some Chiptune to Your Week with the Ad Lib Music Archive
 

 https://t.co/3qRZIDkihc https://t.co/UjJ9jPNWse",1,"""music archive"" bigram search 2021"
"Because We Believe HARVILL/GORDON / GOSS, L - Word Music Archive https://t.co/WqORh7cTju",1,"""music archive"" bigram search 2021"
"One of the Internet's great strengths is connecting people across time and space through shared experiences. Our Etree Live Music Archive celebrates this, sharing footage of music concerts for anyone to access Tune in: https://t.co/egjmC4Pi6q
 #InternetArchive25 https://t.co/0ymnKB3raq",1,"""music archive"" bigram search 2021"
"Andrew Weatherall: Herbal Tea Party Celebration, an online exhibition courtesy of the Manchester Digital Music Archive https://t.co/Qob6UzoiKK @MDMArchive",1,"""music archive"" bigram search 2021"
The resurrection of Internet Underground Music Archive https://t.co/U476lNDGkB,1,"""music archive"" bigram search 2021"
"@FatOldAnarchist @lee0969 @NatalieAHood @deborahvanjohn1 @sineadmcfc @JoMarieHD @LazyStardust5 @AuxComtesse @musicandblues @B_Eliza_D_23 @JBGBs @Strumme05551372 @GeorgiosMasman2 @gunclub_music @Notoldjustexpe1 @mal_onelondon @CarolynPPerry @blackenrho @SkamanD14 @Punkasfuck1965 @FleegleJason @brunstead @nmw1964 @nikidoog @Schnitzel63 Finally catching up! Hope everyone is well and having a good #BuzzcocksThursday Thank you for sharing another fantastic tune.
 

 I found this 1978 tour poster on the excellent Manchester Digital Music Archive site. What a line up! https://t.co/M2H9mdJxLC",1,"""music archive"" bigram search 2021"
"The recordings are from the period between 1954 and 2007. Making them available online will be part of futher cooperation. Meanwhile, some soundbites are available on the website of the music archive of the @africamuseumbe 
 

 https://t.co/4NaizWvTU4 https://t.co/4SUEqbsM7e",1,"""music archive"" bigram search 2021"
ICYMI: Irish Traditional Music Archive and Music Network Announce New Work Inspired by Bunting Collection https://t.co/hj8ITQJg59 https://t.co/KpKh6J2K6v,1,"""music archive"" bigram search 2021"
"@ablitter There certainly are lots of parameters. Nevertheless I'd believe the National Music Archive knows how to store its media. and they report problems :-)
 (and errors on music CDs are less problematic than on data CDs)",1,"""music archive"" bigram search 2021"
"songs from the Traveller community. Chaired by Alan Woods from the Irish Traditional Music Archive / Taisce Cheol Dúchais Éireann (ITMA), @ITMADublin",1,"""music archive"" bigram search 2021"
@CBCDrive @migrivas Love to hear my boy on your show: https://t.co/IsKf45QKdt Should be in the CBC Music archive.,1,"""music archive"" bigram search 2021"
"Now live: Making public: Perspectives from the Hidden Years Music Archive 
 

 With Lizabé Lambrechts (Africa Open Institute For Music, Research And Innovation, Stellenbosch University)
 

 #FIATIFTA2021 https://t.co/F2hVpVRRJt",1,"""music archive"" bigram search 2021"
"@TfL Barby Asante's South London Black Museum Map, part of the South London Black Music Archive at Peckham Space in 2012, was inspired by Harry Beck's original map.
 https://t.co/9B5OJQpIxl",1,"""music archive"" bigram search 2021"
"Do you remember a time before the Welsh Music Archive at The National Library of Wales, Aberystwyth joined Twitter? I do! #MyTwitterAnniversary https://t.co/s8JXfiCU2V",1,"""music archive"" bigram search 2021"
We're doing 1995 and 2013 on this weeks Dance Music Archive. Starts in 5mins on #KISSTORY if you're around https://t.co/sftXO4qvON,1,"""music archive"" bigram search 2021"
Have you heard ‘The Rave Music Archive’ by SoundCloud on #SoundCloud? #np https://t.co/G0Z6VHuccv,1,"""music archive"" bigram search 2021"
Check out these 3D music maps we created for Birmingham Music Archive https://t.co/J63NFvXH7Z,1,"""music archive"" bigram search 2021"
@andidurrant - KISStory The Dance Music Archive (1998 &amp; 2010) https://t.co/NLc6nsFxaQ,1,"""music archive"" bigram search 2021"
"Birmingham Music Archive founder Jez Collins said: “I’m passionate about Birmingham’s music history, heritage and culture. As a city, we need to celebrate and promote these stories of global importance. Musical Routes will reach hundreds of thousands of people each year...""",1,"""music archive"" bigram search 2021"
"The Musical Routes project, conceived and produced by the city’s Birmingham Music Archive, will take rail passengers on a route to the roots of Birmingham’s world-class musical heritage, thanks to funding from West Midlands Railway’s Your Community, Your Fund grant",1,"""music archive"" bigram search 2021"
A new series of maps - celebrating Birmingham's music heritage - are being rolled out at 30 stations across the city. Members of UB40 launched the first one at Hall Green earlier #CapitalReports | Ian Davies Photo / Birmingham Music Archive https://t.co/C16TbncYLd,1,"""music archive"" bigram search 2021"
"This is superb! The Musical Routes project, conceived and produced by the city’s Birmingham Music Archive, will take rail passengers on a route to the roots of Birmingham’s world-class musical heritage! @dave_wakeling @duranduran https://t.co/dOEDhUmO83",1,"""music archive"" bigram search 2021"
A new series of maps - celebrating Birmingham's music heritage - are being rolled out at 30 stations across the city. Members of UB40 launched the first one at Hall Green earlier #HeartNews | Ian Davies Photo / Birmingham Music Archive https://t.co/RI2vbqgXbk,1,"""music archive"" bigram search 2021"
I've begun to run a music archive channel to showcase rare music not readily available on YouTube/Digital Music Services! Check it out and maybe sub for some obscure gems! https://t.co/Hj9Cnvlt4H,1,"""music archive"" bigram search 2021"
"2 Step Garage takes over the charts &amp; Ayia Napa is the new cubbing hotspot.
 

  Soundcloud takes the from MySpace as the no.1 platform for electronic music artists.
 

 Guess the years @AndiDurrant is throwing it back to, in this week's 'Dance Music Archive'
 

 #KISSTORY - 7PM",1,"""music archive"" bigram search 2021"
"Pro-active bunch of young archivists, reseachers and archive enthusiasts is what Nepal Music Archive all about. Beginning our day at the Bhotahity office with hissy tapes and old zines' horoscope reading. 
 

 #NMA #nepal #music #archive #analog #digital #media https://t.co/c4V4t4Xy9N",1,"""music archive"" bigram search 2021"
"Check out this amazing documentary on the Hidden Years Music Archive, collecting so much of #SouthAfrica's music that would otherwise have been lost to time due to Apartheid and censorship https://t.co/2qhZOjbK9X #music",1,"""music archive"" bigram search 2021"
